ICRF J013738.3-243053  0135-247     01 37 38.34645327  -24 30 53.8853577  0.00000556 0.0000873   0.027  52639.5 47640.2 54684.7     39    789
ICRF J013741.2+330935  0134+329     01 37 41.29949941   33 09 35.1337711  0.00005872 0.0008549   0.550  48893.9 48194.7 50460.3     11     79
ICRF J013941.9+175307  0136+176     01 39 41.97919686   17 53 07.5497043  0.00003109 0.0005886  -0.107  50930.6 50085.5 54664.7      3    136
ICRF J013957.3+013146  0137+012     01 39 57.30581788   01 31 46.1384878  0.00002700 0.0007689  -0.135  54314.7 54314.7 54314.7      1     42
ICRF J014043.0+465828  0137+467     01 40 43.07249471   46 58 28.4907159  0.00023789 0.0025340  -0.271  52561.1 50306.3 54314.7      2     16
ICRF J014125.8-092843  0138-097  D  01 41 25.83215547  -09 28 43.6741894  0.00000455 0.0000878  -0.020  52777.3 46875.8 54768.6     34   1008
ICRF J014658.7+211024  0144+209     01 46 58.78393123   21 10 24.3808888  0.00011021 0.0020953  -0.915  51883.5 50085.5 54440.7      3     54
ICRF J014922.3+055553  0146+056     01 49 22.37088693   05 55 53.5686380  0.00000401 0.0000829  -0.262  50429.1 47288.7 51660.8     57    990
ICRF J015002.6-072548  0147-076     01 50 02.69726779  -07 25 48.4877676  0.00006895 0.0034783  -0.292  50701.2 49535.0 53523.9      8     18
ICRF J015127.1+274441  0148+274     01 51 27.14618081   27 44 41.7936492  0.00000496 0.0000825  -0.220  52145.1 48720.9 54818.7     21   1053
ICRF J015218.0+220707  0149+218     01 52 18.05904586   22 07 07.6998109  0.00000347 0.0000585  -0.129  52043.9 46977.9 54907.7     73   2005
ICRF J015232.0-141239  0150-144     01 52 32.01247878  -14 12 39.3940762  0.00004133 0.0011615  -0.523  51528.4 50632.3 54664.7      2     63
ICRF J015310.1-331025  0150-334     01 53 10.12174468  -33 10 25.8617364  0.00001723 0.0001612  -0.310  53241.8 48162.4 54741.8     24    183
ICRF J015456.2+474326  0151+474  D  01 54 56.28988783   47 43 26.5395732  0.00000530 0.0000654  -0.014  53123.2 49750.8 54657.8     21   1395
ICRF J015537.0-404842  0153-410     01 55 37.05932763  -40 48 42.3558778  0.00011665 0.0013459   0.033  51102.6 48766.9 52409.7      5     24
ICRF J015649.7-543948  0155-549     01 56 49.71191560  -54 39 48.4969996  0.00101580 0.0088726  -0.944  54723.8 54723.8 54723.8      1      5
ICRF J015734.9+744243  0153+744     01 57 34.96492103   74 42 43.2298289  0.00002534 0.0000981   0.056  51012.0 47019.9 54641.7     23    686
ICRF J020157.1-113233  0159-117     02 01 57.17936397  -11 32 33.4367645  0.00001216 0.0003977  -0.483  54187.7 54187.7 54187.7      1     80
ICRF J020206.8-055900  0159-062     02 02 06.86471237  -05 59 00.1222338  0.00005041 0.0017775  -0.705  52620.7 52620.7 52620.7      1     42
ICRF J020213.6-762003  0202-765     02 02 13.69365065  -76 20 03.0630831  0.00011822 0.0004528   0.073  52186.5 48110.9 54457.4      3     20
ICRF J020307.8+810613  0157+808     02 03 07.87127925   81 06 13.2102719  0.00027449 0.0005482  -0.551  54440.7 54440.7 54440.7      1     34
ICRF J020333.3+723253  0159+723  D  02 03 33.38496841   72 32 53.6672938  0.00001231 0.0000546   0.052  52872.5 47011.4 54907.7     35   1482
ICRF J020346.6+113445  0201+113     02 03 46.65705872   11 34 45.4095674  0.00000287 0.0000462  -0.187  52079.3 47605.1 54872.7    809  12247
ICRF J020434.7+090349  0201+088     02 04 34.75930320   09 03 49.2628247  0.00006048 0.0009175  -0.156  50164.8 49914.7 51386.3      3     32
ICRF J020450.4+151411  0202+149     02 04 50.41389571   15 14 11.0436591  0.00001956 0.0004885   0.000  50264.7 46976.4 53552.9    928  33540
ICRF J020457.6-170119  0202-172     02 04 57.67434602  -17 01 19.8403980  0.00000473 0.0000939  -0.036  52292.4 47171.5 54844.7     28    941
ICRF J020504.9+321230  0202+319  D  02 05 04.92536007   32 12 30.0954538  0.00000367 0.0000520  -0.038  52311.3 45466.3 54852.7     62   2357
ICRF J020750.9-683755  0206-689     02 07 50.93164800  -68 37 55.1623368  0.00007109 0.0009027   0.163  54723.8 54723.8 54723.8      1     10
ICRF J020834.9-173934  0206-178     02 08 34.94335368  -17 39 34.6808751  0.00002495 0.0009976  -0.095  54818.7 54818.7 54818.7      1     27
ICRF J020930.7-043826  0206-048     02 09 30.76671938  -04 38 26.1462824  0.00002655 0.0010254  -0.713  52480.8 52480.8 52480.8      1     78
ICRF J020935.9+135200  0206+136     02 09 35.99831933   13 52 00.7519781  0.00000887 0.0002086   0.062  51715.4 50085.5 54893.7      8    342
ICRF J021016.5-073720  0207-078     02 10 16.52891524  -07 37 20.6940433  0.00028525 0.0049584   0.312  53323.1 52480.8 53552.8      2     14
ICRF J021046.2-510101  0208-512     02 10 46.20042509  -51 01 01.8917929  0.00006579 0.0007452   0.000  51435.2 47966.3 54904.0    487   6244
ICRF J021148.7+170722  0209+168     02 11 48.77888204   17 07 22.7211079  0.00004723 0.0007091  -0.691  53972.7 50085.5 54314.7      3     61
ICRF J021222.6-174614  0210-180     02 12 22.64358846  -17 46 14.3426753  0.00001928 0.0006334   0.124  54657.8 54657.8 54657.8      1     59
ICRF J021316.6-071932  0210-075     02 13 16.67057233  -07 19 32.4733714  0.00003024 0.0011001  -0.350  52480.8 52480.8 52480.8      1     39
ICRF J021444.9+172249  0211+171     02 14 44.91285639   17 22 49.5108724  0.00004492 0.0009934  -0.369  54278.7 54278.7 54278.7      1     36
ICRF J021511.5-034307  0212-039     02 15 11.50649024  -03 43 07.8951607  0.00004619 0.0012743   0.318  52480.8 52480.8 52480.8      1     41
ICRF J021603.1-520012  0214-522     02 16 03.19777212  -52 00 12.4763135  0.00009827 0.0020510  -0.507  53438.5 52887.6 54457.4      4     23
ICRF J021605.6-011803  0213-015     02 16 05.66384766  -01 18 03.3971335  0.00002142 0.0007551  -0.532  52543.7 52543.7 52543.7      1     68
ICRF J021612.2-010518  0213-013     02 16 12.21194265  -01 05 18.8260068  0.00002443 0.0012426  -0.596  52543.7 52543.7 52543.7      1     55
ICRF J021730.8+734932  0212+735     02 17 30.81337130   73 49 32.6217403  0.00012312 0.0003832   0.000  47085.2 44343.3 49827.1   1264  45839
ICRF J021748.9+014449  0215+015  D  02 17 48.95475182   01 44 49.6990704  0.00000348 0.0000673  -0.120  51978.4 48919.9 54837.7     37   1200
ICRF J021754.9-012150  0215-015     02 17 54.99937841  -01 21 50.7186715  0.00001541 0.0005650  -0.332  52543.7 52543.7 52543.7      1    130
ICRF J021907.0+012059  0216+011     02 19 07.02450872   01 20 59.8660375  0.00001212 0.0004132  -0.373  50116.2 49914.7 54482.7      2    136
ICRF J022239.6+430207  0219+428     02 22 39.61149612   43 02 07.7988160  0.00000530 0.0000694  -0.073  52776.8 48650.8 54858.7     20    942
ICRF J022256.4-344128  0220-349     02 22 56.40164259  -34 41 28.7301331  0.00000634 0.0001086  -0.073  53348.0 47640.2 54713.7     43    793
ICRF J022311.4+425931  0220+427     02 23 11.41126357   42 59 31.3846772  0.00003344 0.0004492   0.213  52709.0 51449.7 53068.7      2     45
ICRF J022313.0-020507  0220-023     02 23 13.04052698  -02 05 07.9340509  0.00002397 0.0009015  -0.614  52620.7 52620.7 52620.7      1     77
ICRF J022428.4+065923  0221+067  D  02 24 28.42819659   06 59 23.3415393  0.00000382 0.0000683  -0.214  52153.5 47394.1 54662.7     68   1173
ICRF J022502.8-231248  0222-234     02 25 02.82145678  -23 12 48.4858646  0.00002547 0.0008721  -0.116  54657.8 54657.8 54657.8      1     49
ICRF J022647.6-184339  0224-189     02 26 47.62838853  -18 43 39.2380923  0.00010283 0.0029125  -0.812  54657.8 54657.8 54657.8      1     19
ICRF J022821.5-554603  0226-559     02 28 21.59837319  -55 46 03.2803936  0.00005351 0.0008889   0.447  54723.8 54723.8 54723.8      1      9
ICRF J022850.0+672103  0224+671     02 28 50.05148948   67 21 03.0293039  0.00000813 0.0000505  -0.017  50705.5 44090.5 54893.7     64   3059
ICRF J022928.4-364356  0227-369     02 29 28.44906605  -36 43 56.8221968  0.00001209 0.0001286  -0.095  53696.4 52306.7 54907.7     10    139
ICRF J022934.9-784745  0230-790  D  02 29 34.94659358  -78 47 45.6017972  0.00003546 0.0001073   0.032  52873.3 47626.5 54726.7     49    247
ICRF J023045.7+403253  0227+403     02 30 45.71079962   40 32 53.0686036  0.00001592 0.0003704  -0.110  50681.4 50242.8 54482.7      2     87
ICRF J023145.8+132254  0229+131  D  02 31 45.89405431   13 22 54.7162668  0.00000281 0.0000422  -0.006  49841.4 44773.8 54844.7   2537  66911
ICRF J023220.7+231756  0229+230     02 32 20.75649631   23 17 56.8588109  0.00002644 0.0006545  -0.495  50409.4 50085.5 54482.7      3    171
ICRF J023631.1-295355  0234-301  D  02 36 31.16942057  -29 53 55.5402759  0.00000978 0.0001544  -0.032  53761.6 53126.1 54741.8     16    135
ICRF J023653.2-613615  0235-618  D  02 36 53.24574589  -61 36 15.1834250  0.00002197 0.0001688   0.249  53734.9 52861.2 54670.7     17    106
ICRF J023752.4+284808  0234+285  D  02 37 52.40567732   28 48 08.9900231  0.00000313 0.0000421  -0.023  49361.6 44447.0 54664.7   1199  53070
ICRF J023838.9+163659  0235+164     02 38 38.93010666   16 36 59.2745843  0.00001242 0.0002401   0.000  49675.4 44446.9 54904.0    819  52429
ICRF J023945.4-023440  0237-027  D  02 39 45.47226775  -02 34 40.9144020  0.00000359 0.0000672  -0.090  52760.9 49253.8 54901.7     36   1437
ICRF J023951.2+041621  0237+040     02 39 51.26304399   04 16 21.4119085  0.00000588 0.0001331  -0.363  50722.1 47941.3 52809.7     31    599
ICRF J024008.1-230915  0237-233     02 40 08.17446359  -23 09 15.7295913  0.00000803 0.0001286   0.036  51281.3 48126.7 54741.8     50    619
ICRF J024104.7-081520  0238-084     02 41 04.79850256  -08 15 20.7517956  0.00005640 0.0008492   0.000  48876.2 47176.0 50576.4    253   5815
ICRF J024224.2+174258  0239+175     02 42 24.26827887   17 42 58.8489234  0.00001263 0.0003461  -0.336  52036.1 50085.5 54901.7      8    219
ICRF J024229.1+110100  0239+108     02 42 29.17085456   11 01 00.7279554  0.00000346 0.0000648  -0.229  51463.4 47626.5 54803.7    107   1411
ICRF J024457.6+622806  0241+622     02 44 57.69668137   62 28 06.5154803  0.00005477 0.0003312   0.143  51607.0 48223.7 53051.1      6     95
ICRF J024554.1-445939  0244-452     02 45 54.11075319  -44 59 39.6104520  0.00005747 0.0021778  -0.668  54489.7 54489.7 54489.7      1     21
ICRF J024918.0+061951  0246+061     02 49 18.01610629   06 19 51.9478626  0.00001074 0.0002750  -0.147  50637.6 49914.7 54643.7      2    157
ICRF J025134.5+431515  0248+430     02 51 34.53674204   43 15 15.8291997  0.00000534 0.0000711  -0.105  52327.4 47931.6 54872.7     26   1053
ICRF J025246.1-710435  0252-712     02 52 46.15468371  -71 04 35.2664607  0.00110102 0.0093299  -0.188  52359.0 48162.4 54457.4      2      6
ICRF J025329.1-544151  0252-549     02 53 29.18040448  -54 41 51.4358949  0.00001405 0.0001612   0.302  52697.1 47626.5 54706.7     31    134
ICRF J025334.8+180542  0250+178     02 53 34.88223856   18 05 42.5243511  0.00002861 0.0007331   0.323  53167.0 48977.5 53561.9      5     52
ICRF J025634.9+133435  0253+133     02 56 34.98467213   13 34 35.3449284  0.00002194 0.0006299  -0.460  50400.8 50085.5 52443.7      4    126
ICRF J025642.6-331521  0254-334     02 56 42.60272702  -33 15 21.2769138  0.00001494 0.0003861   0.188  52936.3 52306.7 54684.7     11     80
ICRF J025927.0+074739  0256+075     02 59 27.07662273   07 47 39.6429493  0.00000382 0.0000869  -0.145  51807.8 47011.4 54818.7     77   1196
ICRF J025928.5-001959  0256-005     02 59 28.51615516  -00 19 59.9752617  0.00000504 0.0001155   0.118  53588.9 50576.2 54907.7      8    293
ICRF J030123.6+011835  0258+011     03 01 23.60695282   01 18 35.9970506  0.00003517 0.0010696  -0.219  52406.5 49914.7 54664.7      2     61
ICRF J030230.5+121856  0259+121     03 02 30.54675745   12 18 56.7521483  0.00001229 0.0002790  -0.236  50194.4 47941.3 52480.8     20    261
ICRF J030326.5-240711  0301-243     03 03 26.50287454  -24 07 11.4272168  0.00002641 0.0008540   0.073  54657.8 54657.8 54657.8      1     53
ICRF J030335.2+471616  0300+470  D  03 03 35.24222254   47 16 16.2754406  0.00000417 0.0000433  -0.048  48470.0 44343.6 54844.7    757  25008
ICRF J030350.6-621125  0302-623  D  03 03 50.63134799  -62 11 25.5498711  0.00001499 0.0001135   0.150  51436.6 48162.4 54726.7     44    248
ICRF J030642.6+624302  0302+625  D  03 06 42.65954796   62 43 02.0241642  0.00000833 0.0000613  -0.047  52280.3 48614.0 54662.7     37   1334
ICRF J030826.2+040639  0305+039     03 08 26.22380280   04 06 39.3008111  0.00000422 0.0000832  -0.005  52816.8 50303.8 54614.7     33   1048
ICRF J030903.6+102916  0306+102  D  03 09 03.62350016   10 29 16.3409599  0.00000415 0.0000770  -0.209  52036.1 47394.1 54768.6     76    952
ICRF J030956.0-605839  0308-611  D  03 09 56.09915397  -60 58 39.0561502  0.00000861 0.0000726   0.169  50431.8 47626.5 54907.7    121   1152
ICRF J031049.8+381453  0307+380  D  03 10 49.87992951   38 14 53.8378720  0.00000642 0.0001107  -0.044  53283.0 49939.8 54901.7     11    347
ICRF J031155.2-765150  0312-770     03 11 55.25018411  -76 51 50.8483062  0.00013283 0.0004376   0.606  50369.0 48110.9 53129.7      8     36
ICRF J031301.9+412001  0309+411  D  03 13 01.96212305   41 20 01.1835585  0.00000480 0.0000642  -0.147  52400.3 47165.8 54818.7     47   1138
ICRF J031521.1+101243  0312+100     03 15 21.13979960   10 12 43.0834865  0.00002594 0.0007428  -0.505  54278.7 54278.7 54278.7      1     59
ICRF J031733.6-280318  0315-282     03 17 33.69963653  -28 03 18.6007140  0.00017539 0.0069667   0.194  54818.7 54818.7 54818.7      1     12
ICRF J031757.6-441417  0316-444     03 17 57.67935755  -44 14 17.1324973  0.00059962 0.0427226   0.632  54601.7 54601.7 54601.7      1      3
ICRF J031905.5-161347  0316-164     03 19 05.52800138  -16 13 47.0465517  0.00002237 0.0007830   0.024  54657.8 54657.8 54657.8      1     54
ICRF J031948.1+413042  0316+413     03 19 48.16009577   41 30 42.1037450  0.00010848 0.0036974   0.000  47166.4 44090.1 50242.7    172   5284
ICRF J031951.2+190131  0317+188     03 19 51.25672225   19 01 31.2911273  0.00000460 0.0000847  -0.203  51848.9 48942.5 54803.7     51   1103
ICRF J032019.1-170239  0318-172     03 20 19.10743317  -17 02 39.1336754  0.00006296 0.0015956  -0.410  54657.8 54657.8 54657.8      1     22
ICRF J032153.1+122113  0319+121     03 21 53.10350836   12 21 13.9537265  0.00000355 0.0000734  -0.201  52678.6 47019.9 54713.7     41   1297
