#                      VTRF2008 STATION POSITIONS AT EPOCH 2000.0 AND VELOCITIES

#DOMES NB. SITE NAME        TECH. ID.        X/Vx       Y/Vy         Z/Vz         Sigmas          SOLN  DATA_START   DATA_END
#                                           -----------------------m/m/y---------------------
#-----------------------------------------------------------------------------------------------------------------------
40105M001 PENTICTN         VLBI 7283 -2058840.546 -3621286.432  4814420.699 0.00198 0.01241 0.01581
40105M001                                 -0.0151       0.0010      -0.0087 0.00040 0.00137 0.00174
40118M001 WHTHORSE         VLBI 7284 -2215213.138 -2209260.999  5540291.277 0.06346 0.05951 0.14250  1 00:000:00000 87:335:00000
40118M001                                  0.0287       0.0449      -0.0933 0.00468 0.00441 0.01055
40118M001 WHTHORSE         VLBI 7284 -2215213.268 -2209261.119  5540291.487 0.05092 0.04796 0.11470  2 87:335:00000 00:000:00000
40118M001                                  0.0287       0.0449      -0.0933 0.00468 0.00441 0.01055
40127M004 YLOW7296         VLBI 7296 -1224399.632 -2689273.275  5633620.273 0.00016 0.00025 0.00044
40127M004                                 -0.0205      -0.0049       0.0008 0.00003 0.00005 0.00010
40400M003 JPL_MV1          VLBI 7263 -2493306.295 -4655197.400  3565519.537 0.03414 0.06186 0.04706
40400M003                                 -0.0317       0.0173       0.0164 0.00267 0.00484 0.00369
40403M001 PVERDES          VLBI 7268 -2525453.047 -4670035.285  3522886.878 0.02560 0.04563 0.03462
40403M001                                 -0.0265       0.0340       0.0089 0.00232 0.00414 0.00314
40404M001 PBLOSSOM         VLBI 7254 -2464070.947 -4649425.150  3593905.560 0.03315 0.06136 0.04689
40404M001                                 -0.0094       0.0390      -0.0104 0.00241 0.00446 0.00341
40405S009 MOJAVE12         VLBI 7222 -2356171.097 -4646755.828  3668470.586 0.00052 0.00085 0.00098  1 00:000:00000 92:179:00000
40405S009                                 -0.0148       0.0063      -0.0027 0.00005 0.00009 0.00010
40405S009 MOJAVE12         VLBI 7222 -2356171.119 -4646755.833  3668470.581 0.00068 0.00115 0.00117  2 92:179:00000 00:000:00000
40405S009                                 -0.0148       0.0063      -0.0027 0.00005 0.00009 0.00010
40405S019 DSS15            VLBI 1515 -2353538.895 -4641649.459  3676669.968 0.00020 0.00030 0.00030  1 92:179:00000 00:000:00000
40405S019                                 -0.0179       0.0063      -0.0028 0.00006 0.00008 0.00008
40406M001 PRESIDIO         VLBI 7252 -2707705.031 -4257609.299  3888374.249 0.01928 0.03019 0.02677  1 00:000:00000 89:274:00000
40406M001                                 -0.0191       0.0266       0.0055 0.00154 0.00242 0.00215
40406M001 PRESIDIO         VLBI 7252 -2707705.026 -4257609.294  3888374.237 0.01457 0.02277 0.02041  2 89:274:00000 00:000:00000
40406M001                                 -0.0191       0.0266       0.0055 0.00154 0.00242 0.00215
40407M001 PINFLATS         VLBI 7256 -2369636.144 -4761324.714  3511116.217 0.01582 0.03050 0.02319
40407M001                                 -0.0226       0.0176       0.0061 0.00126 0.00245 0.00186
40408S002 GILCREEK         VLBI 7225 -2281547.369 -1453645.094  5756993.137 0.00006 0.00008 0.00012  1 00:000:00000 02:307:79961
40408S002                                 -0.0213      -0.0037      -0.0074 0.00001 0.00001 0.00002
40408S002 GILCREEK         VLBI 7225 -2281547.340 -1453645.042  5756993.277 0.00339 0.00318 0.00744  2 02:307:79961 03:030:00000
40408S002                                 -0.0430      -0.0393      -0.0585 0.00113 0.00106 0.00248
40408S002 GILCREEK         VLBI 7225 -2281547.365 -1453645.130  5756993.061 0.00298 0.00267 0.00628  3 03:030:00000 03:119:00000
40408S002                                 -0.0350      -0.0107       0.0111 0.00092 0.00083 0.00194
40408S002 GILCREEK         VLBI 7225 -2281547.415 -1453645.117  5756993.134 0.00155 0.00141 0.00327  4 03:119:00000 03:274:00000
40408S002                                 -0.0198      -0.0149      -0.0108 0.00043 0.00040 0.00092
40408S002 GILCREEK         VLBI 7225 -2281547.364 -1453645.125  5756993.141 0.00152 0.00138 0.00325  5 03:274:00000 04:090:00000
40408S002                                 -0.0334      -0.0126      -0.0126 0.00038 0.00034 0.00081
40408S002 GILCREEK         VLBI 7225 -2281547.440 -1453645.134  5756993.104 0.00121 0.00107 0.00266  6 04:090:00000 04:365:00000
40408S002                                 -0.0154      -0.0105      -0.0040 0.00026 0.00023 0.00058
40408S002 GILCREEK         VLBI 7225 -2281547.392 -1453645.154  5756993.119 0.00123 0.00108 0.00277  7 04:365:00000 06:365:00000
40408S002                                 -0.0250      -0.0065      -0.0069 0.00022 0.00019 0.00049
40410M001 PT_REYES         VLBI 7251 -2732333.381 -4217634.675  3914491.366 0.01356 0.02000 0.01914
40410M001                                 -0.0289       0.0197       0.0260 0.00122 0.00182 0.00173
40416M001 YAKATAGA         VLBI 7277 -2529744.409 -1942091.028  5505028.244 0.02978 0.02405 0.06154  1 00:000:00000 87:335:00000
40416M001                                 -0.0205       0.0241       0.0229 0.00226 0.00183 0.00468
40416M001 YAKATAGA         VLBI 7277 -2529744.445 -1942090.994  5505028.143 0.02410 0.01949 0.04980  2 87:335:00000 00:000:00000
40416M001                                 -0.0205       0.0241       0.0229 0.00226 0.00183 0.00468
40419M001 KODIAK           VLBI 7278 -3026940.385 -1575911.788  5370362.555 0.02020 0.01263 0.03446
40419M001                                 -0.0228       0.0007       0.0063 0.00177 0.00113 0.00304
40420M002 VNDNBERG         VLBI 7223 -2678095.035 -4525450.479  3597410.409 0.00259 0.00399 0.00352
40420M002                                 -0.0302       0.0300       0.0222 0.00022 0.00034 0.00030
40421M001 NOME             VLBI 7279 -2658150.710  -693822.029  5737236.607 0.01862 0.00753 0.03660
40421M001                                 -0.0281      -0.0101      -0.0009 0.00154 0.00064 0.00294
40423M001 SNDPOINT         VLBI 7280 -3425462.097 -1214669.127  5223858.184 0.02386 0.01416 0.03589
40423M001                                 -0.0216       0.0007      -0.0051 0.00217 0.00134 0.00329
40424S001 KAUAI            VLBI 1311 -5543846.085 -2054563.450  2387814.215 0.00104 0.00060 0.00082
40424S001                                 -0.0088       0.0638       0.0331 0.00013 0.00007 0.00010
40424S007 KOKEE            VLBI 7298 -5543837.656 -2054567.673  2387852.042 0.00010 0.00012 0.00015
40424S007                                 -0.0093       0.0630       0.0326 0.00002 0.00002 0.00003
40425M001 SOURDOGH         VLBI 7281 -2419993.769 -1664228.692  5643538.071 0.02755 0.02089 0.06357  1 00:000:00000 87:335:00000
40425M001                                 -0.0276       0.0043      -0.0157 0.00195 0.00148 0.00451
40425M001 SOURDOGH         VLBI 7281 -2419993.751 -1664228.718  5643538.110 0.02138 0.01622 0.04923  2 87:335:00000 00:000:00000
40425M001                                 -0.0276       0.0043      -0.0157 0.00195 0.00148 0.00451
40427M001 FORT_ORD         VLBI 7266 -2697027.085 -4354393.005  3788077.941 0.01939 0.03102 0.02675
40427M001                                 -0.0323       0.0267       0.0278 0.00151 0.00242 0.00208
40427M002 FORTORDS         VLBI 7241 -2699840.579 -4359126.785  3781051.292 0.01683 0.02695 0.02316  1 00:000:00000 89:274:00000
40427M002                                 -0.0323       0.0267       0.0278 0.00151 0.00242 0.00208
40427M002 FORTORDS         VLBI 7241 -2699840.552 -4359126.761  3781051.331 0.01477 0.02364 0.02043  2 89:274:00000 00:000:00000
40427M002                                 -0.0323       0.0267       0.0278 0.00151 0.00242 0.00208
40428M001 SANPAULA         VLBI 7255 -2554477.125 -4608627.361  3582138.674 0.05200 0.09165 0.07657
40428M001                                 -0.0450       0.0007       0.0328 0.00488 0.00861 0.00721
40430M001 BLKBUTTE         VLBI 7269 -2306307.083 -4787914.361  3515736.316 0.03013 0.06003 0.04272
40430M001                                 -0.0164       0.0073      -0.0098 0.00239 0.00475 0.00339
40431M001 DEADMANL         VLBI 7267 -2336820.584 -4732588.588  3570331.110 0.23150 0.43120 0.32350
40431M001                                 -0.0841      -0.1354       0.0943 0.01946 0.03620 0.02718
40432M001 ELY              VLBI 7286 -2077236.441 -4486712.667  4018753.635 0.01362 0.02907 0.02418
40432M001                                 -0.0163       0.0051      -0.0105 0.00116 0.00247 0.00206
40433M004 QUINCY           VLBI 7221 -2517231.055 -4198595.111  4076531.215 0.01089 0.01757 0.01678
40433M004                                 -0.0192       0.0104      -0.0057 0.00092 0.00149 0.00142
40439S002 OVRO_130         VLBI 7207 -2409600.857 -4478349.413  3838603.171 0.00403 0.00743 0.00641
40439S002                                 -0.0142       0.0130      -0.0053 0.00030 0.00056 0.00049
40439S006 OV-VLBA          VLBI 7616 -2409150.166 -4478573.208  3838617.385 0.00008 0.00011 0.00012
40439S006                                 -0.0182       0.0067      -0.0037 0.00002 0.00002 0.00002
40440S002 HAYSTACK         VLBI 7205  1492404.682 -4457266.515  4296881.787 0.00120 0.00259 0.00292
40440S002                                 -0.0155      -0.0007       0.0046 0.00011 0.00024 0.00028
40440S003 WESTFORD         VLBI 7209  1492206.541 -4458130.515  4296015.548 0.00007 0.00009 0.00011
40440S003                                 -0.0153      -0.0014       0.0039 0.00001 0.00002 0.00002
40441S001 NRAO_140         VLBI 7204   882879.842 -4924482.294  3944130.682 0.00112 0.00398 0.00302
40441S001                                 -0.0143       0.0016       0.0011 0.00017 0.00060 0.00046
40441S004 NRAO85_3         VLBI 7214   882325.527 -4925137.989  3943397.679 0.00045 0.00119 0.00100  1 00:000:00000 90:335:00000
40441S004                                 -0.0143      -0.0006       0.0018 0.00004 0.00011 0.00010
40441S004 NRAO85_3         VLBI 7214   882325.517 -4925137.993  3943397.685 0.00028 0.00070 0.00059  2 90:335:00000 00:000:00000
40441S004                                 -0.0143      -0.0006       0.0018 0.00004 0.00011 0.00010
40441S007 NRAO20           VLBI 7208   883772.704 -4924385.597  3944042.502 0.00010 0.00019 0.00018
40441S007                                 -0.0141      -0.0023       0.0038 0.00003 0.00007 0.00006
40442S003 HRAS_085         VLBI 7216 -1324211.048 -5332023.179  3232118.349 0.00078 0.00242 0.00185
40442S003                                 -0.0136      -0.0029      -0.0040 0.00007 0.00021 0.00016
40442S017 FD-VLBA          VLBI 7613 -1324009.164 -5332181.962  3231962.455 0.00009 0.00012 0.00012
40442S017                                 -0.0125       0.0005      -0.0051 0.00002 0.00002 0.00002
40451M102 GORF7102         VLBI 7102  1130686.461 -4831353.027  3994110.929 0.00110 0.00354 0.00290
40451M102                                 -0.0151      -0.0004       0.0013 0.00010 0.00030 0.00026
40451M125 GGAO7108         VLBI 7108  1130794.713 -4831233.802  3994217.040 0.00049 0.00149 0.00129  1 00:000:00000 03:001:00000
40451M125                                 -0.0151      -0.0004       0.0013 0.00010 0.00030 0.00026
40451M125 GGAO7108         VLBI 7108  1130794.481 -4831232.866  3994216.225 0.00137 0.00430 0.00340  2 03:001:00000 00:000:00000
40451M125                                 -0.0151      -0.0004       0.0013 0.00010 0.00030 0.00026
40456S001 PIETOWN          VLBI 7234 -1640953.755 -5014816.024  3575411.857 0.00008 0.00011 0.00012
40456S001                                 -0.0147      -0.0006      -0.0061 0.00001 0.00002 0.00002
40463S001 LA-VLBA          VLBI 7611 -1449752.401 -4975298.584  3709123.908 0.00008 0.00010 0.00012
40463S001                                 -0.0140       0.0007      -0.0052 0.00001 0.00002 0.00002
40465S001 NL-VLBA          VLBI 7612  -130872.301 -4762317.110  4226851.028 0.00007 0.00011 0.00012
40465S001                                 -0.0151       0.0010      -0.0022 0.00001 0.00002 0.00002
40466S001 KP-VLBA          VLBI 7610 -1995678.666 -5037317.709  3357328.107 0.00009 0.00012 0.00013
40466S001                                 -0.0135       0.0007      -0.0065 0.00002 0.00002 0.00002
40471S001 HN-VLBA          VLBI 7618  1446375.067 -4447939.657  4322306.128 0.00007 0.00012 0.00013
40471S001                                 -0.0154      -0.0015       0.0039 0.00002 0.00003 0.00003
40473S001 BR-VLBA          VLBI 7614 -2112065.017 -3705356.512  4726813.770 0.00007 0.00010 0.00012
40473S001                                 -0.0143       0.0005      -0.0075 0.00001 0.00002 0.00002
40477S001 MK-VLBA          VLBI 7617 -5464075.004 -2495248.931  2148296.945 0.00014 0.00014 0.00015
40477S001                                 -0.0139       0.0631       0.0322 0.00003 0.00003 0.00003
40489S001 HATCREEK         VLBI 7218 -2523970.093 -4123506.292  4147752.536 0.00208 0.00328 0.00329
40489S001                                 -0.0184       0.0068      -0.0052 0.00018 0.00029 0.00029
40490S001 MARPOINT         VLBI 7217  1106629.289 -4882907.243  3938087.035 0.01690 0.04021 0.03727
40490S001                                 -0.0116      -0.0058       0.0077 0.00159 0.00374 0.00349
40491M003 FLAGSTAF         VLBI 7261 -1923992.824 -4850854.649  3658589.320 0.01250 0.03008 0.02328
40491M003                                 -0.0177      -0.0087      -0.0000 0.00102 0.00247 0.00189
40492M002 VERNAL           VLBI 7290 -1631473.408 -4589129.001  4106759.864 0.01302 0.03311 0.02846
40492M002                                 -0.0145      -0.0066      -0.0018 0.00115 0.00294 0.00251
40493M001 YUMA             VLBI 7894 -2196778.056 -4887337.185  3448425.250 0.01682 0.03692 0.02586
40493M001                                 -0.0179      -0.0117       0.0018 0.00133 0.00292 0.00205
40496M002 PLATTVIL         VLBI 7258 -1240708.239 -4720454.329  4094481.552 0.00627 0.01884 0.01575
40496M002                                 -0.0140       0.0031      -0.0097 0.00052 0.00158 0.00131
40497M003 MON_PEAK         VLBI 7274 -2386289.736 -4802346.227  3444884.097 0.00957 0.01924 0.01364
40497M003                                 -0.0334       0.0298       0.0098 0.00078 0.00156 0.00111
40499S001 RICHMOND         VLBI 7219   961258.021 -5674090.054  2740533.809 0.00040 0.00101 0.00061
40499S001                                 -0.0099      -0.0006       0.0019 0.00004 0.00010 0.00006
40499S019 MIAMI20          VLBI 7201   961255.300 -5674092.605  2740533.804 0.00040 0.00119 0.00068
40499S019                                 -0.0099      -0.0006       0.0019 0.00004 0.00010 0.00006
41602S001 FORTLEZA         VLBI 7297  4985370.038 -3955020.343  -428472.247 0.00016 0.00020 0.00012
41602S001                                 -0.0024      -0.0034       0.0126 0.00003 0.00004 0.00002
41705S006 SANTIA12         VLBI 1404  1769693.180 -5044504.555 -3468434.928 0.00117 0.00203 0.00164
41705S006                                  0.0225      -0.0049       0.0119 0.00021 0.00037 0.00030
41719S001 TIGOCONC         VLBI 7640  1492054.065 -4887961.002 -3803541.414 0.00039 0.00078 0.00058  1 00:000:00000 10:057:00000
41719S001                                  0.0350      -0.0003       0.0176 0.00006 0.00013 0.00010
43201S001 SC-VLBA          VLBI 7615  2607848.541 -5488069.659  1932739.572 0.00012 0.00020 0.00014
43201S001                                  0.0076       0.0097       0.0118 0.00003 0.00005 0.00003
50103S010 DSS45            VLBI 1545 -4460935.508  2682765.702 -3674381.048 0.00044 0.00035 0.00038
50103S010                                 -0.0362       0.0007       0.0461 0.00007 0.00006 0.00006
50108S001 PARKES           VLBI 7202 -4554232.073  2816758.925 -3454035.665 0.00495 0.00394 0.00427
50108S001                                 -0.0330      -0.0037       0.0504 0.00075 0.00060 0.00065
50116S002 HOBART26         VLBI 7242 -3950236.854  2522347.575 -4311562.408 0.00026 0.00026 0.00024
50116S002                                 -0.0391       0.0089       0.0414 0.00004 0.00005 0.00004
50505S003 KWAJAL26         VLBI 4968 -6143536.263  1363998.008  1034707.752 0.02893 0.00823 0.01160
50505S003                                  0.0206       0.0699       0.0272 0.00212 0.00060 0.00089
66006S004 SYOWA            VLBI 7342  1766194.129  1460410.914 -5932273.310 0.00137 0.00124 0.00250
66006S004                                  0.0047      -0.0002       0.0029 0.00026 0.00023 0.00049
66008S001 OHIGGINS         VLBI 7245  1525833.069 -2432463.665 -5676174.478 0.00041 0.00052 0.00081
66008S001                                  0.0179      -0.0006       0.0003 0.00007 0.00010 0.00015

