Version 2019Nov16
ONSALA60  90   3.336
   1    9.877
   2    9.797
   3    9.717
   4    9.637
   5    9.557
   6    9.477
   7    9.396
   8    9.316
   9    9.235
  10    9.154
  11    9.073
  12    8.993
  13    8.912
  14    8.831
  15    8.751
  16    8.670
  17    8.590
  18    8.510
  19    8.429
  20    8.350
  21    8.270
  22    8.190
  23    8.111
  24    8.032
  25    7.954
  26    7.875
  27    7.798
  28    7.720
  29    7.643
  30    7.566
  31    7.490
  32    7.414
  33    7.339
  34    7.264
  35    7.190
  36    7.117
  37    7.044
  38    6.971
  39    6.900
  40    6.828
  41    6.758
  42    6.688
  43    6.619
  44    6.551
  45    6.484
  46    6.417
  47    6.351
  48    6.286
  49    6.222
  50    6.158
  51    6.096
  52    6.034
  53    5.974
  54    5.914
  55    5.855
  56    5.797
  57    5.741
  58    5.685
  59    5.630
  60    5.576
  61    5.524
  62    5.472
  63    5.422
  64    5.372
  65    5.324
  66    5.277
  67    5.231
  68    5.186
  69    5.143
  70    5.100
  71    5.059
  72    5.019
  73    4.980
  74    4.943
  75    4.906
  76    4.871
  77    4.838
  78    4.805
  79    4.774
  80    4.744
  81    4.716
  82    4.688
  83    4.662
  84    4.638
  85    4.615
  86    4.593
  87    4.572
  88    4.553
  89    4.535
  90    4.519
#
# Reference
#  Graviational Deformation Effects. The YEBES40M Case
#  A. Nothnagel, A. Springer, E. Heinz, T. Artz, P. de Vicente
#  Proceedings 2014 IVS General Meeting
# 
# This YEBES model is only valid after 2011Nov11. 
# Notice the NEGATIVE value for the scale factor. 
YEBES40M  90   3.336
EPOCH 20111111   22000101  
   1   49.376
   2   48.477
   3   47.579
   4   46.682
   5   45.787
   6   44.895
   7   44.005
   8   43.118
   9   42.233
  10   41.352
  11   40.475
  12   39.601
  13   38.731
  14   37.866
  15   37.005
  16   36.149
  17   35.298
  18   34.452
  19   33.612
  20   32.777
  21   31.949
  22   31.126
  23   30.311
  24   29.502
  25   28.699
  26   27.905
  27   27.117
  28   26.337
  29   25.565
  30   24.801
  31   24.045
  32   23.298
  33   22.560
  34   21.830
  35   21.109
  36   20.398
  37   19.696
  38   19.004
  39   18.322
  40   17.650
  41   16.988
  42   16.337
  43   15.696
  44   15.066
  45   14.447
  46   13.839
  47   13.242
  48   12.657
  49   12.084
  50   11.522
  51   10.972
  52   10.434
  53    9.908
  54    9.395
  55    8.894
  56    8.405
  57    7.930
  58    7.467
  59    7.017
  60    6.581
  61    6.157
  62    5.747
  63    5.350
  64    4.967
  65    4.597
  66    4.242
  67    3.899
  68    3.571
  69    3.257
  70    2.957
  71    2.671
  72    2.399
  73    2.142
  74    1.899
  75    1.670
  76    1.456
  77    1.256
  78    1.071
  79    0.900
  80    0.745
  81    0.603
  82    0.477
  83    0.365
  84    0.269
  85    0.187
  86    0.120
  87    0.067
  88    0.030
  89    0.008
  90   -0.000

