Version 2023-01-24
   3  -94.446
   4  -93.090
   5  -91.728
   6  -90.359
   7  -88.983
   8  -87.601
   9  -86.212
  10  -84.818
  11  -83.417
  12  -82.010
  13  -80.597
  14  -79.179
  15  -77.755
  16  -76.327
  17  -74.894
  18  -73.456
  19  -72.014
  20  -70.569
  21  -69.120
  22  -67.668
  23  -66.213
  24  -64.756
  25  -63.298
  26  -61.839
  27  -60.378
  28  -58.918
  29  -57.458
  30  -55.999
  31  -54.542
  32  -53.086
  33  -51.634
  34  -50.185
  35  -48.740
  36  -47.300
  37  -45.866
  38  -44.438
  39  -43.017
  40  -41.603
  41  -40.199
  42  -38.803
  43  -37.418
  44  -36.044
  45  -34.681
  46  -33.332
  47  -31.995
  48  -30.673
  49  -29.367
  50  -28.076
  51  -26.803
  52  -25.547
  53  -24.311
  54  -23.094
  55  -21.898
  56  -20.723
  57  -19.571
  58  -18.443
  59  -17.339
  60  -16.260
  61  -15.208
  62  -14.182
  63  -13.185
  64  -12.217
  65  -11.279
  66  -10.371
  67   -9.495
  68   -8.652
  69   -7.843
  70   -7.068
  71   -6.328
  72   -5.624
  73   -4.957
  74   -4.327
  75   -3.736
  76   -3.185
  77   -2.674
  78   -2.203
  79   -1.774
  80   -1.387
  81   -1.043
  82   -0.743
  83   -0.487
  84   -0.276
  85   -0.110
  86    0.010
  87    0.083
  88    0.109
  89    0.087
  90    0.018
#
# Reference:
#   Deformation in VLBI Antennas
#   T. A. Clark and Per Thomsen
#   NASA Technical Memorandum 100696
#   1988
#   See page 94 which gives values for XY mount. 
#   Gilcreek was actually XYNS
#
GILCREEK  90   3.336
   1   -2.358
   2   -2.316
   3   -2.274
   4   -2.233
   5   -2.191
   6   -2.149
   7   -2.108
   8   -2.066
   9   -2.025
  10   -1.983
  11   -1.942
  12   -1.901
  13   -1.860
  14   -1.819
  15   -1.779
  16   -1.738
  17   -1.698
  18   -1.658
  19   -1.619
  20   -1.579
  21   -1.540
  22   -1.501
  23   -1.462
  24   -1.424
  25   -1.386
  26   -1.348
  27   -1.310
  28   -1.273
  29   -1.236
  30   -1.200
  31   -1.164
  32   -1.128
  33   -1.093
  34   -1.058
  35   -1.023
  36   -0.989
  37   -0.956
  38   -0.922
  39   -0.890
  40   -0.857
  41   -0.825
  42   -0.794
  43   -0.763
  44   -0.733
  45   -0.703
  46   -0.674
  47   -0.645
  48   -0.616
  49   -0.589
  50   -0.561
  51   -0.535
  52   -0.509
  53   -0.483
  54   -0.458
  55   -0.434
  56   -0.410
  57   -0.387
  58   -0.365
  59   -0.343
  60   -0.322
  61   -0.301
  62   -0.281
  63   -0.262
  64   -0.243
  65   -0.225
  66   -0.207
  67   -0.191
  68   -0.175
  69   -0.159
  70   -0.145
  71   -0.131
  72   -0.117
  73   -0.105
  74   -0.093
  75   -0.082
  76   -0.071
  77   -0.062
  78   -0.052
  79   -0.044
  80   -0.036
  81   -0.030
  82   -0.023
  83   -0.018
  84   -0.013
  85   -0.009
  86   -0.006
  87   -0.003
  88   -0.001
  89   -0.000
  90   -0.000
# 
# NOTE: KOKEE AND NYALES20 have the same design.
# The numbers below are for NYALES20, but should be a good approximation for KOKEE. 
# This data is provided by Ann-Silje Kirkvik for NYALES20 
# Email 2020-11-06 
#
KOKEE  90   3.336
   1    1.372
   2    1.337
   3    1.302
   4    1.267
   5    1.232
   6    1.198
   7    1.164
   8    1.130
   9    1.097
  10    1.063
  11    1.031
  12    0.998
  13    0.966
  14    0.934
  15    0.902
  16    0.871
  17    0.840
  18    0.809
  19    0.779
  20    0.749
  21    0.720
  22    0.691
  23    0.662
  24    0.634
  25    0.606
  26    0.579
  27    0.552
  28    0.525
  29    0.499
  30    0.474
  31    0.449
  32    0.424
  33    0.400
  34    0.377
  35    0.354
  36    0.331
  37    0.309
  38    0.287
  39    0.266
  40    0.246
  41    0.226
  42    0.207
  43    0.188
  44    0.170
  45    0.152
  46    0.135
  47    0.119
  48    0.103
  49    0.087
  50    0.073
  51    0.058
  52    0.045
  53    0.032
  54    0.020
  55    0.008
  56   -0.003
  57   -0.014
  58   -0.023
  59   -0.033
  60   -0.041
  61   -0.049
  62   -0.057
  63   -0.063
  64   -0.069
  65   -0.075
  66   -0.079
  67   -0.084
  68   -0.087
  69   -0.090
  70   -0.092
  71   -0.094
  72   -0.094
  73   -0.095
  74   -0.094
  75   -0.093
  76   -0.091
  77   -0.089
  78   -0.086
  79   -0.082
  80   -0.078
  81   -0.073
  82   -0.068
  83   -0.061
  84   -0.054
  85   -0.047
  86   -0.039
  87   -0.030
  88   -0.021
  89   -0.011
  90    0.000
# 

#
# Reference
#   Geod (2009) 83:11151126
#   DOI 10.1007/s00190-009-0331-4
#   Gravity-dependent signal path variation in a large VLBI telescope
#   modelled with a combination of surveying methods
#    Pierguido Sarti · C. Abbondanza · L. Vittuari
# See also the reference for NOTO below. Improved geodetic ... Page 17
# Delta_L = 0.22 * El - 0.0012 El^2  Where El is in degrees
#  
MEDICINA  90   3.336
   1    0.219
   2    0.435
   3    0.649
   4    0.861
   5    1.070
   6    1.277
   7    1.481
   8    1.683
   9    1.883
  10    2.080
  11    2.275
  12    2.467
  13    2.657
  14    2.845
  15    3.030
  16    3.213
  17    3.393
  18    3.571
  19    3.747
  20    3.920
  21    4.091
  22    4.259
  23    4.425
  24    4.589
  25    4.750
  26    4.909
  27    5.065
  28    5.219
  29    5.371
  30    5.520
  31    5.667
  32    5.811
  33    5.953
  34    6.093
  35    6.230
  36    6.365
  37    6.497
  38    6.627
  39    6.755
  40    6.880
  41    7.003
  42    7.123
  43    7.241
  44    7.357
  45    7.470
  46    7.581
  47    7.689
  48    7.795
  49    7.899
  50    8.000
  51    8.099
  52    8.195
  53    8.289
  54    8.381
  55    8.470
  56    8.557
  57    8.641
  58    8.723
  59    8.803
  60    8.880
  61    8.955
  62    9.027
  63    9.097
  64    9.165
  65    9.230
  66    9.293
  67    9.353
  68    9.411
  69    9.467
  70    9.520
  71    9.571
  72    9.619
  73    9.665
  74    9.709
  75    9.750
  76    9.789
  77    9.825
  78    9.859
  79    9.891
  80    9.920
  81    9.947
  82    9.971
  83    9.993
  84   10.013
  85   10.030
  86   10.045
  87   10.057
  88   10.067
  89   10.075
  90   10.080
#
# Reference
#   ANNALS OF GEOPHYSICS, 53, 5-6, 2010; doi: 10.4401/ag-4739
#
#   Improved geodetic European very-long-baseline interferometry
#   solution using models of antenna gravitational deformation Page 17
#
#   Pierguido Sarti, Monia Negusini, Claudio Abbondanza
# Delta_L = 0.12 * El - 0.00045 El^2  Where El is in degrees
#
NOTO  90   3.336
   1    0.120
   2    0.238
   3    0.356
   4    0.473
   5    0.589
   6    0.704
   7    0.818
   8    0.931
   9    1.044
  10    1.155
  11    1.266
  12    1.375
  13    1.484
  14    1.592
  15    1.699
  16    1.805
  17    1.910
  18    2.014
  19    2.118
  20    2.220
  21    2.322
  22    2.422
  23    2.522
  24    2.621
  25    2.719
  26    2.816
  27    2.912
  28    3.007
  29    3.102
  30    3.195
  31    3.288
  32    3.379
  33    3.470
  34    3.560
  35    3.649
  36    3.737
  37    3.824
  38    3.910
  39    3.996
  40    4.080
  41    4.164
  42    4.246
  43    4.328
  44    4.409
  45    4.489
  46    4.568
  47    4.646
  48    4.723
  49    4.800
  50    4.875
  51    4.950
  52    5.023
  53    5.096
  54    5.168
  55    5.239
  56    5.309
  57    5.378
  58    5.446
  59    5.514
  60    5.580
  61    5.646
  62    5.710
  63    5.774
  64    5.837
  65    5.899
  66    5.960
  67    6.020
  68    6.079
  69    6.138
  70    6.195
  71    6.252
  72    6.307
  73    6.362
  74    6.416
  75    6.469
  76    6.521
  77    6.572
  78    6.622
  79    6.672
  80    6.720
  81    6.768
  82    6.814
  83    6.860
  84    6.905
  85    6.949
  86    6.992
  87    7.034
  88    7.075
  89    7.116
  90    7.155
#
# This data is provided by Ann-Silje Kirkvik
# Email 2020-11-06 
#
NYALES20  90   3.336
   1    1.372
   2    1.337
   3    1.302
   4    1.267
   5    1.232
   6    1.198
   7    1.164
   8    1.130
   9    1.097
  10    1.063
  11    1.031
  12    0.998
  13    0.966
  14    0.934
  15    0.902
  16    0.871
  17    0.840
  18    0.809
  19    0.779
  20    0.749
  21    0.720
  22    0.691
  23    0.662
  24    0.634
  25    0.606
  26    0.579
  27    0.552
  28    0.525
  29    0.499
  30    0.474
  31    0.449
  32    0.424
  33    0.400
  34    0.377
  35    0.354
  36    0.331
  37    0.309
  38    0.287
  39    0.266
  40    0.246
  41    0.226
  42    0.207
  43    0.188
  44    0.170
  45    0.152
  46    0.135
  47    0.119
  48    0.103
  49    0.087
  50    0.073
  51    0.058
  52    0.045
  53    0.032
  54    0.020
  55    0.008
  56   -0.003
  57   -0.014
  58   -0.023
  59   -0.033
  60   -0.041
  61   -0.049
  62   -0.057
  63   -0.063
  64   -0.069
  65   -0.075
  66   -0.079
  67   -0.084
  68   -0.087
  69   -0.090
  70   -0.092
  71   -0.094
  72   -0.094
  73   -0.095
  74   -0.094
  75   -0.093
  76   -0.091
  77   -0.089
  78   -0.086
  79   -0.082
  80   -0.078
  81   -0.073
  82   -0.068
  83   -0.061
  84   -0.054
  85   -0.047
  86   -0.039
  87   -0.030
  88   -0.021
  89   -0.011
  90    0.000
# 
# NOTE. The Onsala model is for a reference temperature of 19C.
# The delay at other temperatures can be found by adding the elevation INDEPENDENT term
#    (T-19C)*0.47 mm.  
#  If the temperature is slowly varying then this is clock like (will be absorbed in the clocks).
#
# Reference
#    Nothnagel, A., Holst, C. & Haas, R. J Geod (2019) 93: 2019. https://doi.org/10.1007/s00190-019-01299-x
#
#   A VLBI delay model for gravitational deformations of the Onsala 20 m radio 
#   telescope and the impact on its global coordinates
# 
#    A. Nothnagel  C. Holst R. Haas
#
ONSALA60  90   3.336
   1    9.877
   2    9.797
   3    9.717
   4    9.637
   5    9.557
   6    9.477
   7    9.396
   8    9.316
   9    9.235
  10    9.154
  11    9.073
  12    8.993
  13    8.912
  14    8.831
  15    8.751
  16    8.670
  17    8.590
  18    8.510
  19    8.429
  20    8.350
  21    8.270
  22    8.190
  23    8.111
  24    8.032
  25    7.954
  26    7.875
  27    7.798
  28    7.720
  29    7.643
  30    7.566
  31    7.490
  32    7.414
  33    7.339
  34    7.264
  35    7.190
  36    7.117
  37    7.044
  38    6.971
  39    6.900
  40    6.828
  41    6.758
  42    6.688
  43    6.619
  44    6.551
  45    6.484
  46    6.417
  47    6.351
  48    6.286
  49    6.222
  50    6.158
  51    6.096
  52    6.034
  53    5.974
  54    5.914
  55    5.855
  56    5.797
  57    5.741
  58    5.685
  59    5.630
  60    5.576
  61    5.524
  62    5.472
  63    5.422
  64    5.372
  65    5.324
  66    5.277
  67    5.231
  68    5.186
  69    5.143
  70    5.100
  71    5.059
  72    5.019
  73    4.980
  74    4.943
  75    4.906
  76    4.871
  77    4.838
  78    4.805
  79    4.774
  80    4.744
  81    4.716
  82    4.688
  83    4.662
  84    4.638
  85    4.615
  86    4.593
  87    4.572
  88    4.553
  89    4.535
  90    4.519
#
# Reference Loesler Et al., Gravitational deformation of ring-focus antennas for VOGS. First invest...
#  https://doi.org/10.1007/s00190-019-01302-5
#  Journal of Geodesy 2019 93:2060-2087. 
# Formula 34 
#
ONSA13NE 91 3.336
 0	-0.37
 1	-0.38
 2	-0.39
 3	-0.40
 4	-0.41
 5	-0.41
 6	-0.42
 7	-0.43
 8	-0.44
 9	-0.44
 10	-0.45
 11	-0.46
 12	-0.46
 13	-0.47
 14	-0.47
 15	-0.48
 16	-0.48
 17	-0.49
 18	-0.49
 19	-0.50
 20	-0.50
 21	-0.50
 22	-0.51
 23	-0.51
 24	-0.51
 25	-0.51
 26	-0.51
 27	-0.52
 28	-0.52
 29	-0.52
 30	-0.52
 31	-0.52
 32	-0.52
 33	-0.52
 34	-0.52
 35	-0.52
 36	-0.51
 37	-0.51
 38	-0.51
 39	-0.51
 40	-0.50
 41	-0.50
 42	-0.50
 43	-0.49
 44	-0.49
 45	-0.49
 46	-0.48
 47	-0.48
 48	-0.47
 49	-0.46
 50	-0.46
 51	-0.45
 52	-0.45
 53	-0.44
 54	-0.43
 55	-0.42
 56	-0.42
 57	-0.41
 58	-0.40
 59	-0.39
 60	-0.38
 61	-0.37
 62	-0.36
 63	-0.35
 64	-0.34
 65	-0.33
 66	-0.32
 67	-0.31
 68	-0.30
 69	-0.29
 70	-0.28
 71	-0.27
 72	-0.25
 73	-0.24
 74	-0.23
 75	-0.22
 76	-0.20
 77	-0.19
 78	-0.18
 79	-0.16
 80	-0.15
 81	-0.14
 82	-0.12
 83	-0.11
 84	-0.09
 85	-0.08
 86	-0.06
 87	-0.05
 88	-0.03
 89	-0.02
 90	0.00
#
# Reference Loesler Et al., Gravitational deformation of ring-focus antennas for VOGS. First invest...
#  https://doi.org/10.1007/s00190-019-01302-5
#  Journal of Geodesy 2019 93:2060-2087. 
# Formula 34 
#
ONSA13SW 91 3.336
 0	-0.37
 1	-0.38
 2	-0.39
 3	-0.40
 4	-0.41
 5	-0.41
 6	-0.42
 7	-0.43
 8	-0.44
 9	-0.44
 10	-0.45
 11	-0.46
 12	-0.46
 13	-0.47
 14	-0.47
 15	-0.48
 16	-0.48
 17	-0.49
 18	-0.49
 19	-0.50
 20	-0.50
 21	-0.50
 22	-0.51
 23	-0.51
 24	-0.51
 25	-0.51
 26	-0.51
 27	-0.52
 28	-0.52
 29	-0.52
 30	-0.52
 31	-0.52
 32	-0.52
 33	-0.52
 34	-0.52
 35	-0.52
 36	-0.51
 37	-0.51
 38	-0.51
 39	-0.51
 40	-0.50
 41	-0.50
 42	-0.50
 43	-0.49
 44	-0.49
 45	-0.49
 46	-0.48
 47	-0.48
 48	-0.47
 49	-0.46
 50	-0.46
 51	-0.45
 52	-0.45
 53	-0.44
 54	-0.43
 55	-0.42
 56	-0.42
 57	-0.41
 58	-0.40
 59	-0.39
 60	-0.38
 61	-0.37
 62	-0.36
 63	-0.35
 64	-0.34
 65	-0.33
 66	-0.32
 67	-0.31
 68	-0.30
 69	-0.29
 70	-0.28
 71	-0.27
 72	-0.25
 73	-0.24
 74	-0.23
 75	-0.22
 76	-0.20
 77	-0.19
 78	-0.18
 79	-0.16
 80	-0.15
 81	-0.14
 82	-0.12
 83	-0.11
 84	-0.09
 85	-0.08
 86	-0.06
 87	-0.05
 88	-0.03
 89	-0.02
 90	0.00
#####################################################################
# This table was provided by Christian Plotz. 
# Calc/solve will ignore the third column 
#                                                                   #
# Signal path variations of the 20 m Radio Telescope Wettzell (RTW) #
# w.r.t. the model derived by Clark & Thomsen (1988)                #
# 1 Column: Elevation in degree                                     #
# 2 Column: Shift in millimetre w.r.t. 90 DEG                       #
# 3 Column: Corresponding time delay in pico-seconds                #
#                                                                   #
# Please note: Values given in column 2 and 3 represent the         #
# measured deviation (error) and *not* the correction term.         #
#                                                                   #
#####################################################################
#
#El[DEG] Shift[mm] Delay[ps]
WETTZELL 91   3.336
  0	 +3.697	+12.333
  1	 +3.640	+12.141
  2	 +3.582	+11.950
  3	 +3.525	+11.758
  4	 +3.468	+11.567
  5	 +3.410	+11.375
  6	 +3.353	+11.184
  7	 +3.296	+10.993
  8	 +3.239	+10.803
  9	 +3.182	+10.613
 10	 +3.125	+10.423
 11	 +3.068	+10.234
 12	 +3.012	+10.045
 13	 +2.955	 +9.857
 14	 +2.899	 +9.669
 15	 +2.843	 +9.482
 16	 +2.787	 +9.296
 17	 +2.731	 +9.111
 18	 +2.676	 +8.926
 19	 +2.621	 +8.742
 20	 +2.566	 +8.558
 21	 +2.511	 +8.376
 22	 +2.457	 +8.195
 23	 +2.403	 +8.014
 24	 +2.349	 +7.835
 25	 +2.295	 +7.657
 26	 +2.242	 +7.479
 27	 +2.189	 +7.303
 28	 +2.137	 +7.128
 29	 +2.085	 +6.955
 30	 +2.033	 +6.782
 31	 +1.982	 +6.611
 32	 +1.931	 +6.441
 33	 +1.881	 +6.273
 34	 +1.830	 +6.106
 35	 +1.781	 +5.940
 36	 +1.732	 +5.776
 37	 +1.683	 +5.614
 38	 +1.635	 +5.453
 39	 +1.587	 +5.293
 40	 +1.540	 +5.136
 41	 +1.493	 +4.980
 42	 +1.447	 +4.825
 43	 +1.401	 +4.673
 44	 +1.356	 +4.522
 45	 +1.311	 +4.373
 46	 +1.267	 +4.226
 47	 +1.223	 +4.081
 48	 +1.180	 +3.937
 49	 +1.138	 +3.796
 50	 +1.096	 +3.657
 51	 +1.055	 +3.519
 52	 +1.014	 +3.384
 53	 +0.975	 +3.251
 54	 +0.935	 +3.120
 55	 +0.897	 +2.991
 56	 +0.859	 +2.864
 57	 +0.821	 +2.739
 58	 +0.784	 +2.617
 59	 +0.748	 +2.496
 60	 +0.713	 +2.379
 61	 +0.678	 +2.263
 62	 +0.644	 +2.150
 63	 +0.611	 +2.039
 64	 +0.579	 +1.930
 65	 +0.547	 +1.824
 66	 +0.516	 +1.720
 67	 +0.485	 +1.619
 68	 +0.456	 +1.520
 69	 +0.427	 +1.423
 70	 +0.399	 +1.330
 71	 +0.371	 +1.238
 72	 +0.345	 +1.149
 73	 +0.319	 +1.063
 74	 +0.294	 +0.979
 75	 +0.269	 +0.898
 76	 +0.246	 +0.819
 77	 +0.223	 +0.744
 78	 +0.201	 +0.670
 79	 +0.180	 +0.600
 80	 +0.159	 +0.532
 81	 +0.140	 +0.466
 82	 +0.121	 +0.404
 83	 +0.103	 +0.344
 84	 +0.086	 +0.286
 85	 +0.069	 +0.232
 86	 +0.054	 +0.180
 87	 +0.039	 +0.131
 88	 +0.025	 +0.084
 89	 +0.012	 +0.041
 90	 +0.000	 +0.000
########################################################################
#                                                                      #
# This table was provided by Christian Plotz. 
# Calc/solve will ignore the third column 
# Signal path variations of the 13 m Twin Telescope Wettzell (TTW-1/2) #
# w.r.t. the model derived by Clark & Thomsen (1988)                   #
# 1 Column: Elevation in degree                                        #
# 2 Column: Shift in millimetre w.r.t. 90 DEG                          #
# 3 Column: Corresponding time delay in pico-seconds                   #
#                                                                      #
# Please note: Values given in column 2 and 3 represent the            #
# measured deviation (error) and *not* the correction term.            #
# The sub-reflector was in fixed-mode during the measurement campaign. #
#                                                                      #
########################################################################
#
#El[DEG] Shift[mm] Delay[ps]
WETTZ13S 91   3.336
  0	 +0.647	 +2.160
  1	 +0.647	 +2.159
  2	 +0.647	 +2.158
  3	 +0.647	 +2.157
  4	 +0.646	 +2.154
  5	 +0.645	 +2.152
  6	 +0.644	 +2.148
  7	 +0.643	 +2.144
  8	 +0.641	 +2.139
  9	 +0.639	 +2.133
 10	 +0.638	 +2.127
 11	 +0.636	 +2.120
 12	 +0.633	 +2.113
 13	 +0.631	 +2.104
 14	 +0.628	 +2.096
 15	 +0.625	 +2.086
 16	 +0.622	 +2.076
 17	 +0.619	 +2.065
 18	 +0.616	 +2.054
 19	 +0.612	 +2.042
 20	 +0.608	 +2.029
 21	 +0.604	 +2.016
 22	 +0.600	 +2.002
 23	 +0.596	 +1.988
 24	 +0.591	 +1.973
 25	 +0.587	 +1.957
 26	 +0.582	 +1.941
 27	 +0.577	 +1.924
 28	 +0.572	 +1.907
 29	 +0.566	 +1.889
 30	 +0.561	 +1.870
 31	 +0.555	 +1.851
 32	 +0.549	 +1.832
 33	 +0.543	 +1.811
 34	 +0.537	 +1.790
 35	 +0.530	 +1.769
 36	 +0.524	 +1.747
 37	 +0.517	 +1.725
 38	 +0.510	 +1.702
 39	 +0.503	 +1.678
 40	 +0.496	 +1.654
 41	 +0.489	 +1.630
 42	 +0.481	 +1.605
 43	 +0.474	 +1.580
 44	 +0.466	 +1.554
 45	 +0.458	 +1.527
 46	 +0.450	 +1.500
 47	 +0.442	 +1.473
 48	 +0.433	 +1.445
 49	 +0.425	 +1.417
 50	 +0.416	 +1.388
 51	 +0.407	 +1.359
 52	 +0.399	 +1.330
 53	 +0.390	 +1.300
 54	 +0.381	 +1.269
 55	 +0.371	 +1.239
 56	 +0.362	 +1.208
 57	 +0.353	 +1.176
 58	 +0.343	 +1.144
 59	 +0.333	 +1.112
 60	 +0.324	 +1.080
 61	 +0.314	 +1.047
 62	 +0.304	 +1.014
 63	 +0.294	 +0.980
 64	 +0.284	 +0.947
 65	 +0.274	 +0.913
 66	 +0.263	 +0.878
 67	 +0.253	 +0.844
 68	 +0.243	 +0.809
 69	 +0.232	 +0.774
 70	 +0.221	 +0.739
 71	 +0.211	 +0.703
 72	 +0.200	 +0.667
 73	 +0.189	 +0.631
 74	 +0.178	 +0.595
 75	 +0.168	 +0.559
 76	 +0.157	 +0.522
 77	 +0.146	 +0.486
 78	 +0.135	 +0.449
 79	 +0.124	 +0.412
 80	 +0.112	 +0.375
 81	 +0.101	 +0.338
 82	 +0.090	 +0.301
 83	 +0.079	 +0.263
 84	 +0.068	 +0.226
 85	 +0.056	 +0.188
 86	 +0.045	 +0.151
 87	 +0.034	 +0.113
 88	 +0.023	 +0.075
 89	 +0.011	 +0.038
 90	 +0.000	 +0.000
########################################################################
#                                                                      #
# This table was provided by Christian Plotz. 
# Calc/solve will ignore the third column 
# Signal path variations of the 13 m Twin Telescope Wettzell (TTW-1/2) #
# w.r.t. the model derived by Clark & Thomsen (1988)                   #
# 1 Column: Elevation in degree                                        #
# 2 Column: Shift in millimetre w.r.t. 90 DEG                          #
# 3 Column: Corresponding time delay in pico-seconds                   #
#                                                                      #
# Please note: Values given in column 2 and 3 represent the            #
# measured deviation (error) and *not* the correction term.            #
# The sub-reflector was in fixed-mode during the measurement campaign. #
#                                                                      #
########################################################################
#
#El[DEG] Shift[mm] Delay[ps]
WETTZ13N 91   3.336
  0	 +0.647	 +2.160
  1	 +0.647	 +2.159
  2	 +0.647	 +2.158
  3	 +0.647	 +2.157
  4	 +0.646	 +2.154
  5	 +0.645	 +2.152
  6	 +0.644	 +2.148
  7	 +0.643	 +2.144
  8	 +0.641	 +2.139
  9	 +0.639	 +2.133
 10	 +0.638	 +2.127
 11	 +0.636	 +2.120
 12	 +0.633	 +2.113
 13	 +0.631	 +2.104
 14	 +0.628	 +2.096
 15	 +0.625	 +2.086
 16	 +0.622	 +2.076
 17	 +0.619	 +2.065
 18	 +0.616	 +2.054
 19	 +0.612	 +2.042
 20	 +0.608	 +2.029
 21	 +0.604	 +2.016
 22	 +0.600	 +2.002
 23	 +0.596	 +1.988
 24	 +0.591	 +1.973
 25	 +0.587	 +1.957
 26	 +0.582	 +1.941
 27	 +0.577	 +1.924
 28	 +0.572	 +1.907
 29	 +0.566	 +1.889
 30	 +0.561	 +1.870
 31	 +0.555	 +1.851
 32	 +0.549	 +1.832
 33	 +0.543	 +1.811
 34	 +0.537	 +1.790
 35	 +0.530	 +1.769
 36	 +0.524	 +1.747
 37	 +0.517	 +1.725
 38	 +0.510	 +1.702
 39	 +0.503	 +1.678
 40	 +0.496	 +1.654
 41	 +0.489	 +1.630
 42	 +0.481	 +1.605
 43	 +0.474	 +1.580
 44	 +0.466	 +1.554
 45	 +0.458	 +1.527
 46	 +0.450	 +1.500
 47	 +0.442	 +1.473
 48	 +0.433	 +1.445
 49	 +0.425	 +1.417
 50	 +0.416	 +1.388
 51	 +0.407	 +1.359
 52	 +0.399	 +1.330
 53	 +0.390	 +1.300
 54	 +0.381	 +1.269
 55	 +0.371	 +1.239
 56	 +0.362	 +1.208
 57	 +0.353	 +1.176
 58	 +0.343	 +1.144
 59	 +0.333	 +1.112
 60	 +0.324	 +1.080
 61	 +0.314	 +1.047
 62	 +0.304	 +1.014
 63	 +0.294	 +0.980
 64	 +0.284	 +0.947
 65	 +0.274	 +0.913
 66	 +0.263	 +0.878
 67	 +0.253	 +0.844
 68	 +0.243	 +0.809
 69	 +0.232	 +0.774
 70	 +0.221	 +0.739
 71	 +0.211	 +0.703
 72	 +0.200	 +0.667
 73	 +0.189	 +0.631
 74	 +0.178	 +0.595
 75	 +0.168	 +0.559
 76	 +0.157	 +0.522
 77	 +0.146	 +0.486
 78	 +0.135	 +0.449
 79	 +0.124	 +0.412
 80	 +0.112	 +0.375
 81	 +0.101	 +0.338
 82	 +0.090	 +0.301
 83	 +0.079	 +0.263
 84	 +0.068	 +0.226
 85	 +0.056	 +0.188
 86	 +0.045	 +0.151
 87	 +0.034	 +0.113
 88	 +0.023	 +0.075
 89	 +0.011	 +0.038
 90	 +0.000	 +0.000
#
# Reference
#  Gravitational Deformation Effects. The YEBES40M Case
#  A. Nothnagel, A. Springer, E. Heinz, T. Artz, P. de Vicente
#  Proceedings 2014 IVS General Meeting
# 
# This YEBES model is only valid after 2011Nov11. 
YEBES40M  90   3.336
EPOCH 20111111   22000101  
   1   49.376
   2   48.477
   3   47.579
   4   46.682
   5   45.787
   6   44.895
   7   44.005
   8   43.118
   9   42.233
  10   41.352
  11   40.475
  12   39.601
  13   38.731
  14   37.866
  15   37.005
  16   36.149
  17   35.298
  18   34.452
  19   33.612
  20   32.777
  21   31.949
  22   31.126
  23   30.311
  24   29.502
  25   28.699
  26   27.905
  27   27.117
  28   26.337
  29   25.565
  30   24.801
  31   24.045
  32   23.298
  33   22.560
  34   21.830
  35   21.109
  36   20.398
  37   19.696
  38   19.004
  39   18.322
  40   17.650
  41   16.988
  42   16.337
  43   15.696
  44   15.066
  45   14.447
  46   13.839
  47   13.242
  48   12.657
  49   12.084
  50   11.522
  51   10.972
  52   10.434
  53    9.908
  54    9.395
  55    8.894
  56    8.405
  57    7.930
  58    7.467
  59    7.017
  60    6.581
  61    6.157
  62    5.747
  63    5.350
  64    4.967
  65    4.597
  66    4.242
  67    3.899
  68    3.571
  69    3.257
  70    2.957
